Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;SolarNoonAngle
40901;0;37.5;25.3;7.7;10.2;30.84;38;1.866667;-16.39610947
40902;0;36.6;25.1;6.9;10.9;31.1;40.5;3.533333;-16.37875017
40903;0;36;24.3;4;11.5;30.78;40.75;2.466667;-16.35445436
40904;0;37.8;21.4;10.7;10.8;31.48;33;2.566667;-16.32322922
40905;0;38;25.3;9.9;12;31.14;46.5;1.5;-16.28508402
40906;0;36.6;23.3;8.6;12.4;30.66;39.25;1.833333;-16.24003005
40907;0;37.5;24.3;10.6;10.8;29.36;57.75;1.966667;-16.18808068
40908;0.4;35.8;24.6;5;11.2;29.68;53.75;1.533333;-16.12925128
40909;0;37.5;24.5;8.7;9.3;31.24;37;0.933333;-16.0635593
40910;0;38;25.6;10.2;12.2;31.24;37;1.566667;-15.9910242
40911;0;37.8;24.1;10.6;12.8;31.7;36.5;1.166667;-15.91166747
40912;0;37.8;26.6;7.4;11.8;30.68;55;1.3;-15.82551264
40913;0;34;24.1;0.7;10;27.9;65.5;0.866667;-15.73258522
40914;1;36.4;24.7;6.7;9.4;29.22;57;1.9;-15.63291275
40915;0;36.6;22.5;9.8;10.3;30.02;37.75;2.3;-15.52652478
40916;0;37.8;23.6;11;10.7;31.08;35.25;1.933333;-15.41345282
40917;0;38.3;25.4;9.5;12.7;31.66;37.75;3.6;-15.29373038
40918;1.6;36.5;22.6;6.8;11.9;29.46;35.25;2.633333;-15.16739293
40919;0;37.3;26.1;8.1;10.8;32.24;31.5;2.133333;-15.03447792
40920;0;37;26.6;9.2;12.1;30;48.5;2;-14.89502473
40921;0;37;24.8;8.5;12;31.08;38;2.1;-14.74907468
40922;0;37;26.3;7;12.5;31.06;36.5;2.1;-14.59667102
40923;0;35.8;24.6;4.8;12.1;30.84;42.5;1.9;-14.43785892
40924;0;36.5;24.6;6.3;11.8;29.02;53;1.6;-14.27268542
40925;5.6;34.8;21.8;6.5;10.1;26.56;65.25;0.9;-14.10119948
40926;3.2;35.2;23.1;3.5;7.2;26.94;62.5;1.1;-13.9234519
40927;10.1;27.1;22;0.3;5.1;24.42;87.75;1.233333;-13.73949537
40928;6.3;33.5;21;5;3.2;26.42;69.5;1.6;-13.54938439
40929;2;33.6;23.6;5.4;4.3;26.68;78.5;2.266667;-13.35317529
40930;17.5;29.3;21.6;2.4;3.2;24.94;74;1.1;-13.15092621
40931;2.2;30.8;21.6;2;1.9;26.08;71.25;0.566667;-12.94269709
40932;0;30.1;23.4;0.4;3.4;26.34;66;1.4;-12.72854964
40933;0;31.3;23.3;3.2;4.1;26.8;65.75;1;-12.50854729
40934;0;34.6;22.2;6.4;6;28.32;48.25;1.9;-12.28275525
40935;0;33.8;23.8;6.2;7.7;28.88;47.75;1.233333;-12.05124043
40936;0;37;23.6;9;8;29.84;47;0.966667;-11.81407143
40937;0;34.5;23.6;6.6;10;29.1;51.25;1.466667;-11.57131851
40938;0;35.8;23.6;8.9;7.1;28.96;42.25;1.733333;-11.32305363
40939;0;35.6;23.8;10.8;10;29.48;42.5;1.566667;-11.06935034
40940;0;34.2;23.6;3.3;9.8;29.52;43.75;3.766667;-10.81028382
40941;0;36.2;24.6;6.4;8.1;29.96;40;2.2;-10.54593084
40942;0;34.8;21.8;6.5;8.1;28.92;42;3.033333;-10.27636974
40943;0;36;24.1;6.9;10.9;29.74;34.25;2.166667;-10.00168038
40944;0;36.6;21.6;9.8;10.3;30.32;36.25;3.733333;-9.721944169
40945;0;36.1;23.3;8.1;12.4;30.36;44.25;2.6;-9.437243995
40946;0;37.3;22.8;9.3;12.3;30.02;47.75;2.066667;-9.14766422
40947;0;37.4;24.6;11;12.6;30.28;52.5;1.4;-8.853290655
40948;0;33.6;23.8;3;12;28.08;58.5;1.9;-8.554210528
40949;0;32.6;23.6;1.8;4.8;26.48;72.5;1.666667;-8.250512463
40950;14.1;31.4;20.4;2.4;2.5;24.72;66.5;1.4;-7.942286453
40951;6.3;27.6;22;0;2.6;24.46;75.5;0.7;-7.629623831
40952;1.6;33.6;21.5;6;0.7;26.26;59.25;1.366667;-7.312617246
40953;0;33.5;21.6;6.4;1.9;27.42;46.75;2.033333;-6.991360634
40954;0;34.3;23.8;7.6;5.4;29.02;42.5;1.6;-6.66594919
40955;0;31.3;24.6;1.4;6.6;27.66;58.25;1.433333;-6.336479341
40956;0;31.3;22.2;5.8;3.5;27.18;51.5;1.933333;-6.003048715
40957;0;29.2;23.1;2.1;6.6;25.46;85.25;1.6;-5.665756116
40958;45.1;31.6;21.3;6.5;0.9;25.5;73.25;0.866667;-5.324701491
40959;1.6;32.5;22.6;9.7;4.4;27.02;68.5;1.1;-4.9799859
40960;0;32.6;21.6;5.1;3.8;25.8;71.25;1.366667;-4.631711492
40961;6.4;33.2;22.6;10.4;2.2;27.96;49.5;1.366667;-4.279981467
40962;0;34.6;21.8;9.8;5.9;28.2;47.5;1.933333;-3.92490005
40963;0;34.6;22.7;9.3;8.1;28.1;50.75;1.666667;-3.56657246
40964;0;32.8;21.5;7.5;7;26.68;54.5;1.2;-3.205104877
40965;0;33.5;21.5;6.1;7;27.16;56;0.666667;-2.840604411
40966;0;32.4;25.1;1.9;6;27.1;64;1.766667;-2.473179073
40967;0;33.6;23.1;9.1;5.5;27.58;51.25;1.066667;-2.102937737
40968;0;34.8;22.6;10.8;7.1;29;42;1.6;-1.729990115
40969;0;36.1;21.8;11.2;10.1;29.1;35.5;2.233333;-1.354446718
40970;0;35.4;22.6;11;11.4;29.44;37.5;2.033333;-0.976418829
40971;0;35.8;21.1;1.1;10.1;28.78;36.5;2.033333;-0.596018466
40972;0;35.6;23.5;11;11.4;30.06;38.25;1.7;-0.213358348
40973;0;33.8;23.6;7.1;10.3;28.32;46.75;0.766667;0.171448133
40974;0;33.8;24.1;6.6;10.6;28.26;50.75;2.466667;0.558286951
40975;0;35.1;26.1;9.6;10.2;29.96;41.5;1.71444;0.947043477
40976;0;35.3;22.7;6.5;10.2;28.88;42.5;1.9;1.337602514
40977;0;37.1;23.6;9.9;10.7;29.54;36;2.133333;1.729848332
40978;0;36;23.5;8.4;12.8;28.94;39.75;1.866667;2.123664699
40979;0;37.1;20.8;9.9;10.8;29.66;33.25;2.1;2.518934919
40980;0;36.1;24.5;6.7;11.2;30.48;44.75;2.533333;2.915541865
40981;0;37.2;23.4;7;11;30.32;45.75;1.466667;3.313368013
40982;0;35.8;25.1;7.5;9.9;29.78;49.75;1.6;3.71229548
40983;0;35.6;22.8;9.1;9.8;29.32;48;2.2;4.112206054
40984;0.5;36.1;24.6;5.9;12.1;28.38;64;1.966667;4.512981234
40985;0.4;36.3;23.1;7;9.8;29.48;39.5;1.233333;4.914502261
40986;0;35.4;22;8.1;10.1;28.84;49.75;2.033333;5.316650155
40987;10.3;31.3;22.8;1.7;6.1;25.7;82.25;1.2;5.719305752
40988;5.6;28.1;22.7;0.6;2.9;24.84;86.75;1;6.122349736
40989;9.8;32.8;22.6;5.2;0.8;27.24;60;1.5;6.525662676
40990;0;33.6;22.7;5;3.7;26.5;74.5;0.666667;6.929125062
40991;10.3;34.6;22.2;5.9;2.3;26.56;67;1.433333;7.33261734
40992;0;35.3;21.5;8.6;3.7;27.84;58;0.9;7.736019946
40993;0;33.1;22.6;4.1;6.4;26.14;68.5;0.866667;8.139213342
40994;5.2;30.5;23.6;4.8;4;26.26;75.75;1.233333;8.542078055
40995;0;34.6;21.6;10.3;3;27.6;50.5;1.4;8.944494707
40996;0;34.8;22.8;9.1;8.5;28.32;53;1.966667;9.346344052
40997;0;33.6;22.6;5;6.8;26.52;85.25;0.7;9.747507015
40998;5.3;35.6;23.1;10.2;3.3;28.58;47.5;2.233333;10.14786472
40999;0;34.8;23.4;7.8;7.8;28.88;53;1.966667;10.54729854
41000;0;36;22;10;7.8;28.92;48.75;1.766667;10.9456901
41001;0;37.1;23.3;11.3;8.4;29.76;36.5;2.466667;11.34292136
41002;0;34.6;21.1;4.3;10.8;28.7;51.25;2.266667;11.73887461
41003;0;35.6;24.1;8.1;8.9;29.7;53.75;1.933333;12.13343252
41004;0;36.6;25.3;10.2;9;30.06;49.75;1.966667;12.52647817
41005;0;37.8;22.3;10.2;10;30.02;42.25;1.533333;12.9178951
41006;0;35.8;22.4;7.1;10.4;28;63.75;1.733333;13.30756731
41007;3.4;36;23.6;5.3;7;28.84;42.75;1.3;13.69537935
41008;0;36.4;21.3;8.1;8.4;27.86;57.5;1.566667;14.08121629
41009;1.5;35.6;23.6;7.2;8.5;28.08;53.25;1.166667;14.4649638
41010;2.2;36.8;21.5;11.1;8;29.54;35.25;2.266667;14.84650818
41011;0;36.4;21;10.8;11.5;28.8;41.25;2.033333;15.22573635
41012;0;36.8;20.8;10.8;11.1;29.68;35;1.9;15.60253595
41013;0;37.3;22.3;10;10.9;30.48;36.75;1.533333;15.97679532
41014;0;35.3;23.6;6.3;11;28.34;55.75;1.5;16.34840357
41015;0;36.6;24.1;9.6;8.2;30.06;46.75;1.233333;16.71725057
41016;0;34.6;23.8;6.9;8.9;28.28;61.25;1.633333;17.08322702
41017;1.2;35.8;23.1;9.4;7.6;28.46;41.75;1.6;17.44622449
41018;0;36.3;20.3;11;9;29.24;36.5;1.966667;17.80613541
41019;0;37.1;22.6;8;12.1;30.26;43;2.7;18.16285313
41020;1.8;35.4;23.6;6.4;11.8;28.12;61.5;1.8;18.51627194
41021;0;35.6;23.6;7.1;6.6;29.52;47.5;1.2;18.86628712
41022;0;36.6;23.1;8;8.8;29.42;46;1.266667;19.21279496
41023;0;36.6;24.1;8.9;11.2;29.5;50;1.366667;19.55569277
41024;2.6;37.2;21.8;8.5;10;29.84;41.5;1.466667;19.89487894
41025;0;37.6;21.8;9.9;11.4;30.28;36;1.8;20.23025298
41026;0;38.1;21.1;10.3;11.7;30.52;34.25;1.7;20.56171549
41027;0;38.5;21.2;10.7;11.2;29.74;28;1.7;20.88916827
41028;0;37.6;20.4;10.6;11.8;28.84;33.75;1.966667;21.21251427
41029;0;35.8;21.4;10.5;11.1;28.66;44.25;0.8;21.53165769
41030;0;37.4;23.8;7.3;9.6;30.32;42.5;1.766667;21.84650396
41031;0;36.6;24.7;8.4;11.4;30.94;41.5;1.7;22.15695977
41032;0;36.3;24.8;9.6;9.1;30.66;40;3.266667;22.46293315
41033;0;35.3;24.6;10.6;10.4;29.74;39.5;3.866667;22.76433341
41034;0;35.3;23.1;10.7;11.4;29;39.5;2.9;23.06107124
41035;0;35.7;22.5;10.2;11.1;29.2;38.5;1.966667;23.35305873
41036;0;35.6;21.1;10.5;11.3;29.18;39.5;2.733333;23.64020934
41037;0;36.4;25.1;10.3;10.7;30.22;38.5;3.3;23.92243799
41038;0;37.1;20.4;10.5;11.4;29.9;34.75;2.533333;24.19966104
41039;0;35.8;20.5;10;11.1;29.32;41;1.366667;24.47179635
41040;0;37.3;23.8;10.1;10.4;30.98;37;1.933333;24.73876328
41041;0;38;23.5;10.1;10.8;30.9;37.25;1.766667;25.00048272
41042;0;37.2;22.5;10.4;11.6;29.42;47.75;1.3;25.25687713
41043;0.6;37.6;22.6;10.5;10.3;30.36;41.5;2.6;25.50787051
41044;0;37.3;23.3;10.3;12;31.08;37;2.033333;25.7533885
41045;0;36.1;25.3;10;11.4;29.76;45.5;1.466667;25.99335835
41046;0;36;24.1;9.6;10.4;30.02;42.5;1.433333;26.22770894
41047;0;35.8;24.3;9;12;30.04;43.5;2.466667;26.45637084
41048;0;35.8;22.4;10.3;8.7;29.96;37.75;2.8;26.67927629
41049;0;35;23.6;9.1;10.7;29.36;44;2.1;26.89635923
41050;0;35.8;23.2;10;9.2;29.64;42;3.966667;27.10755534
41051;0;35.6;22.9;9.2;8.7;28.7;42.25;1.6;27.31280204
41052;0;35.8;22.6;9;9;29.64;40.75;2.566667;27.51203851
41053;0;35.6;23.7;9;9.5;29.58;38.75;2.5;27.7052057
41054;0;33.4;23.2;5.1;9.5;26.92;66.25;2.233333;27.89224639
41055;3.9;34;21.5;6.3;7.4;27.82;45.5;1.333333;28.07310514
41056;0;36.4;20.5;9.7;7.3;29.7;34.5;1.633333;28.24772837
41057;0;35.8;22;10.2;11.6;28.96;34.25;2.133333;28.41606433
41058;0;35.6;20.6;8.8;11;28.2;52.5;2.7;28.57806313
41059;2.6;35.3;23.1;9.9;9.3;29.48;39.25;2.033333;28.73367678
41060;0;36.2;21.6;10.3;7.9;29.56;37.5;1.766667;28.88285916
41061;0;36.1;19.8;10.2;9.5;28.94;36.75;1.833333;29.02556606
41062;0;36.2;20.8;10.3;11.6;29.36;38.75;2.333333;29.16175521
41063;0;36.6;21.6;9.7;11.1;29.84;37.25;2.266667;29.29138624
41064;0;35.3;23.1;7.6;11.2;29.44;43.75;2.366667;29.41442073
41065;0;35.6;23.2;9.1;11;29.84;38;2.633333;29.53082225
41066;0;36.8;20.5;10.1;10.3;29.34;35;1.9;29.64055628
41067;0;36.4;24.1;10.2;11.4;30.02;37.5;2.8;29.74359031
41068;0;36.4;24.7;8.6;9.8;29.86;38.25;2.766667;29.83989382
41069;0;35.6;21.8;10.3;10.4;28.72;36.25;2.333333;29.92943827
41070;0;35.8;21;10.3;10.3;28.96;37.5;2.4;30.01219712
41071;0;34.6;20.6;10;10.5;27.72;43;2.066667;30.08814585
41072;0;35.4;22.5;8.7;10;29.46;41.75;3.2;30.15726195
41073;0;34.8;21.8;10;10.3;28.8;42.5;2.033333;30.21952494
41074;0;34.3;22.5;9.8;11.1;28.56;38.25;3.266667;30.27491638
41075;0;34.3;20.4;10.3;11;27.78;40.5;2.533333;30.32341985
41076;0;36;20.5;10.3;9;28.26;38;0.866667;30.36502097
41077;0;36;24.5;8.6;8.1;29.5;39;1.833333;30.39970742
41078;0;36.6;22.5;10.2;8.1;30.02;36.75;2.7;30.42746893
41079;0;35.3;24.6;8.7;10.8;28.74;55.75;1.366667;30.44829726
41080;1;36.7;22.6;10.2;5.7;29.5;31;2;30.46218624
41081;0;36.6;20.6;10.3;9.3;29.2;32.5;1.2;30.46913176
41082;0;36.2;20.5;10.1;12.4;29.34;38.75;1.1;30.46913176
41083;0;36.1;25.6;9.9;12.1;30.42;42;1.433333;30.46218624
41084;0;34.8;24.6;9.2;9.9;29.16;44.75;2.7;30.44829726
41085;0;34.1;20.3;6.6;10;27.64;42.25;3.1;30.42746893
41086;0;34;23.5;7.6;8.9;29.06;38.5;2.9;30.39970742
41087;0;33.8;21.3;10.2;10.5;27.94;36;3.233333;30.36502097
41088;0;32.5;22.5;5.1;10.7;25.84;70;2.4;30.32341985
41089;0.8;34.6;21.8;10.3;10.8;27.92;36.75;3.733333;30.27491638
41090;0;32.8;19.5;7.9;12.2;27.42;53.5;4.066667;30.21952494
41091;0;33.8;22.8;10.2;10.2;27.56;42;3.25;30.15726195
41092;0;34.2;21.8;8.8;10.5;28.2;42;1.6;30.08814585
41093;0;33.8;23.9;8.9;11.6;28.3;46;3.95;30.01219712
41094;0;32.8;21.5;10.3;13.4;27.54;43;3.05;29.92943827
41095;0;33.8;20.5;10.3;10.2;27.78;44;1.8;29.83989382
41096;0;34;20.6;10.3;11.9;28.28;44;2.9;29.74359031
41097;0;35;22.6;8.6;12;29.8;42;2.2;29.64055628
41098;0;35;25.2;8;13.5;30.08;39;2.15;29.53082225
41099;0;34;22;9.8;12.5;28.76;47;2.25;29.41442073
41100;0;33.8;23.1;8.7;13.4;28.22;53;2.75;29.29138624
41101;0;35.2;21;9.8;12;28.6;42;2.7;29.16175521
41102;0;36;21.5;9.9;13.5;29.5;42;1.6;29.02556606
41103;0;36.8;22.7;7.4;12.4;30.54;39;1.15;28.88285916
41104;0;35.5;23.6;8.9;12.8;30;44;2.5;28.73367678
41105;0;35;22.5;9.5;13.3;29.02;43;2.45;28.57806313
41106;0;34;22.7;9.8;12.2;28.14;43;2.05;28.41606433
41107;0;34.8;23.6;10.3;13.2;28.68;54;2.65;28.24772837
41108;0;34.5;22.9;10;12.9;28.92;50;2.9;28.07310514
41109;0;36.5;22.6;10;12;29.9;42;1.85;27.89224639
41110;0;36;23.1;8.9;13;30.22;38;2.05;27.7052057
41111;0;35.5;21.5;10.3;13.2;29;44;2.9;27.51203851
41112;0;35.3;21;10.4;12.4;28.9;39;1.45;27.31280204
41113;0;35.2;21.4;10.4;13.2;28.48;37;2.85;27.10755534
41114;0;34.8;20.5;10.5;13.4;28.46;42;2.95;26.89635923
41115;0;34;22.3;10.3;13.6;28.14;49;2.45;26.67927629
41116;0;34.8;22.2;10.3;12.9;28.64;43;3.3;26.45637084
41117;0;35;20.5;9.9;12.1;28.66;49;1.9;26.22770894
41118;0;33.6;22.6;10.4;13.5;28.16;47;2.5;25.99335835
41119;0;34.4;21;10.6;12.7;27.56;40;2.65;25.7533885
41120;0;36.4;21.5;10.5;12.7;27.66;50;3.15;25.50787051
41121;0;32.1;21.8;10.6;13;26.86;44;3.7;25.25687713
41122;0;32.3;22.6;8.5;12.4;27.3;45.25;3.3;25.00048272
41123;0;33.8;22.3;10.1;12.1;27.58;44;2.466667;24.73876328
41124;0;34.1;21.1;10.4;12.2;27.72;38.75;2.633333;24.47179635
41125;0;34.2;22.3;10.5;11.2;27.66;39;2.733333;24.19966104
41126;0;34.8;20.4;10.5;11.7;27.16;38;1.566667;23.92243799
41127;0;37.1;19.5;10.6;11.9;28.4;34.25;1.266667;23.64020934
41128;0;36.3;22;10.5;12.6;29.7;33.25;2.133333;23.35305873
41129;0;35.3;23.6;10.6;12.7;28.96;34.25;2.733333;23.06107124
41130;0;34.6;20.4;10.6;12.5;27.72;35.25;3.266667;22.76433341
41131;0;34.3;22.3;10.6;11.4;28.04;36;3.1;22.46293315
41132;0;34.3;21.8;10.6;11.8;27.74;34.5;3.2;22.15695977
41133;0;34;21.8;10.6;13.1;27.96;34.75;3.3;21.84650396
41134;0;34.3;21.6;10.6;12.3;28.02;38;3.066667;21.53165769
41135;0;34.6;23.1;10.6;12.6;28.34;37;3.833333;21.21251427
41136;0;33.2;22.2;10.1;12.8;27.56;43.5;4;20.88916827
41137;0;33.3;18.9;10.3;12.6;27.16;42.75;3.033333;20.56171549
41138;0;34.5;20.8;10.7;12.7;27.86;35.5;4.033333;20.23025298
41139;0;34;22.6;10.7;13.1;28.2;38.25;2.766667;19.89487894
41140;0;34.1;21.6;10.9;12.9;27.66;38;3.633333;19.55569277
41141;0;33.4;21.5;10.2;12;27.5;41;3.733333;19.21279496
41142;0;33.4;21.8;10.9;11.8;27.48;38.5;3.1;18.86628712
41143;0;34.4;22.5;10.9;11.7;28.06;35.5;3.166667;18.51627194
41144;0;32.4;21.3;10.8;12;27.1;44.5;4;18.16285313
41145;0;32.5;21.5;10.8;11.1;26.88;40;3;17.80613541
41146;0;33.1;20.8;11;10.4;27.34;38.75;4;17.44622449
41147;0;34.6;20.4;10.9;11;27.96;35.75;2.833333;17.08322702
41148;0;34.8;21.8;11;11.3;28.28;39;2.7;16.71725057
41149;0;36.3;21.8;10.6;12;29.42;35.75;3.1;16.34840357
41150;0;37.6;21.8;10.8;12.3;30.08;31;2.233333;15.97679532
41151;0;38.6;20.5;11;13.3;30.38;31.75;3.033333;15.60253595
41152;0;36.3;22.2;11;13.2;29.74;32.5;3.066667;15.22573635
41153;0;35.3;22.6;10.7;12;29.06;33;2.733333;14.84650818
41154;0;37;20.2;11.3;12.3;29.24;29.75;2.6;14.4649638
41155;0;35.6;22.2;11.3;13;28.56;36.5;3.3;14.08121629
41156;0;35.4;21;11.1;12.4;28.64;33.5;3.366667;13.69537935
41157;0;34.5;22.8;11.2;12.1;28.34;31.25;3.233333;13.30756731
41158;0;34.8;22.4;11.3;12.4;28.6;31.25;3.033333;12.9178951
41159;0;35.6;20.5;11.3;12.6;28.34;32.75;2.866667;12.52647817
41160;0;35;23.3;11;13.5;28.9;32;2.866667;12.13343252
41161;0;35.6;22.8;10.9;12.8;29.52;34.75;3.733333;11.73887461
41162;0;35.8;24.1;10.4;13.5;29.54;39.25;3.6;11.34292136
41163;0;36.3;22.9;10.3;13.1;30.16;31.5;3.4;10.9456901
41164;0;37.6;23.3;11;12.5;30.34;30.75;1.966667;10.54729854
41165;0;39.5;22.4;11;13.1;31.5;26.75;2.966667;10.14786472
41166;0;38.8;20.2;11.1;13.4;30.16;27.25;2.866667;9.747507015
41167;0;36.6;22.8;11.1;13.1;29.76;33;2.966667;9.346344052
41168;0;36;23.6;10.9;13.5;30.12;36.25;2.466667;8.944494707
41169;0;36.2;22.9;10.9;12.4;29.5;34.25;2.9;8.542078055
41170;0;36.3;24.1;10.4;13.1;30.64;34;2.2;8.139213342
41171;0;38.3;22.3;9.3;12.8;31.12;29.75;3.033333;7.736019946
41172;0;39.6;22.5;9.6;12.7;30.74;29;1.933333;7.33261734
41173;0;38.6;21.1;10.4;12.9;31.5;31.75;2.233333;6.929125062
41174;0;39.6;24.3;11;13.8;32.02;31.25;2.5;6.525662676
41175;0;37.1;23.8;9.6;14;30.9;35;3.066667;6.122349736
41176;0;36.3;24.7;1.1;12.8;30.24;32.75;3.1;5.719305752
41177;0;35.4;22.4;11.1;12.1;29.04;33.25;2.1;5.316650155
41178;0;37.8;22.9;11;11.6;31.02;32;1.633333;4.914502261
41179;0;39.6;24.6;9.7;12.4;32.52;31.5;4.1;4.512981234
41180;0;33.8;26.1;7.7;13.9;29.54;42;3.466667;4.112206054
41181;0;34.1;24.2;8.2;10.1;28.78;44;3.566667;3.71229548
41182;0;33;23.9;7;13.3;28.42;46.5;2.766667;3.313368013
41183;0;36.1;22.8;11.4;7.8;29.34;40;2.966667;2.915541865
41184;0;37.8;24.1;11.4;12.2;30.98;35.75;3.133333;2.518934919
41185;0;36.8;24.2;11.4;13;30.72;33.75;2.966667;2.123664699
41186;0;36.6;24.6;11.5;11.5;30.76;32.75;2.733333;1.729848332
41187;0;35.6;23.6;11.5;12.6;30;33;3.433333;1.337602514
41188;0;36.8;23.5;11.4;12.8;30.34;30.75;2.766667;0.947043477
41189;0;37.4;24.2;11.3;11.1;30.56;27.5;2.966667;0.558286951
41190;0;37.8;24.6;11.4;11.4;30.88;31;2.866667;0.171448133
41191;0;36.8;23.8;11.4;12.7;30.6;31.75;3.666667;-0.213358348
41192;0;37.3;24.6;9.7;11.7;30.98;35;3.133333;-0.596018466
41193;0;36.2;26.1;8.1;12.8;31.06;39.75;2.533333;-0.976418829
41194;0;36.4;25.3;8.3;12.2;29.62;54.75;2.133333;-1.354446718
41195;0.6;37.1;23.8;11.4;9.5;30.82;30.75;2.933333;-1.729990115
41196;0;36.8;25.1;10.2;13.9;31.06;31.75;2.433333;-2.102937737
41197;0;36.8;24.8;10.2;12.4;31.16;33.75;1.766667;-2.473179073
41198;0;37.3;26.6;11.1;11.1;31.82;34.75;2.966667;-2.840604411
41199;0;39.1;25.1;11.4;12.4;32.84;27.5;2.466667;-3.205104877
41200;0;39.5;26.7;9.8;13.8;33.04;26;2.166667;-3.56657246
41201;0;37.6;25.4;11.4;14.2;31.96;29.25;2.366667;-3.92490005
41202;0;36.8;26.3;10.7;13.9;30.86;32.75;2.033333;-4.279981467
41203;0;38.1;24.3;11.6;11.5;31.44;29;2.666667;-4.631711492
41204;0;38.6;25.1;10.8;13.1;32.74;29.75;2.966667;-4.9799859
41205;0;39.1;25.2;11.4;13.3;32.62;28;2.833333;-5.324701491
41206;0;40.2;25.7;11.2;14.2;33.46;28.75;2.466667;-5.665756116
41207;0;39.6;24.8;11.2;14.8;32.4;26.75;3.033333;-6.003048715
41208;0;38.6;24.3;11;11.9;32.06;29.75;2.166667;-6.336479341
41209;0;36.8;25.3;10.2;12;30.98;34;2.033333;-6.66594919
41210;0;37.4;26.9;10.6;13.7;31.98;31.5;1.8;-6.991360634
41211;0;38.4;23.4;10.8;12.1;32;30.25;2.5;-7.312617246
41212;0;38.8;26.1;11.6;13.3;31.98;32.5;1.5;-7.629623831
41213;0;40.5;25.8;11.6;12.7;33.58;27.75;1.7;-7.942286453
41214;0.4;37.4;24.3;8.2;14.8;28.74;60.5;2.733333;-8.250512463
41215;14.5;35;24.1;4.6;9.4;28.7;46.75;1.233333;-8.554210528
41216;0;37.9;23.6;10.1;6.3;30.86;32;1.633333;-8.853290655
41217;0;38.6;25.5;11;11.7;32.34;32;1.3;-9.14766422
41218;0;38.3;27.1;9.4;12;32.04;35;1.3;-9.437243995
41219;0;37.8;27;8.7;10.9;31.88;37;1.7;-9.721944169
41220;0;37.3;25.8;7.1;10;32.18;35;2.4;-10.00168038
41221;0.8;35.3;26.6;8.5;11.4;30.94;42;1.966667;-10.27636974
41222;0;36.1;26.6;8.4;8;29.66;51;2.3;-10.54593084
41223;0;35;25.9;6.9;7.2;30.98;42;1.633333;-10.81028382
41224;0;37.6;24.6;10.7;8.1;31.08;34.5;2.066667;-11.06935034
41225;0;37.8;25.6;10.6;11.3;31.76;32;2.066667;-11.32305363
41226;0;39;25.5;11.2;12.4;32.58;29.25;1.8;-11.57131851
41227;0;38.6;26.7;10.8;13;32.94;31.25;1.633333;-11.81407143
41228;1.7;37.5;25.8;7.9;14.4;32.14;38.75;1.466667;-12.05124043
41229;0;37.8;26.5;10;12.4;32.18;34;2.1;-12.28275525
41230;0;39.1;26.6;10.4;13.3;32.54;28.25;2.1;-12.50854729
41231;0;37;25.1;7.1;13.4;31.5;36.5;1.766667;-12.72854964
41232;1.1;38.3;24.8;10.8;12.1;32.34;32;2.633333;-12.94269709
41233;0;40;26.1;10;14;33.34;29.75;1.8;-13.15092621
41234;0;39.1;26.4;11.2;14.4;32.46;30.75;1.733333;-13.35317529
41235;0;39.5;26.9;11.3;14.3;33.36;29.25;1.4;-13.54938439
41236;0;37.5;26.8;6.1;12.8;31.1;41;2.333333;-13.73949537
41237;0;36.2;23;7.2;8.1;28.56;78.5;1.533333;-13.9234519
41238;45.3;35.9;22.3;8;5.2;29.16;50;1.733333;-14.10119948
41239;36.6;36;22.6;5.7;6.4;28.4;57;1.766667;-14.27268542
41240;3.5;33.8;23.1;5.4;5.8;28.98;47.5;1.633333;-14.43785892
41241;0;35.6;24.6;6.4;7;29.96;45.75;1.366667;-14.59667102
41242;0;34.5;23.8;3.1;7.3;29.34;46.75;1.5;-14.74907468
41243;0;32.2;23.6;1.9;6.7;26.48;70.5;1.466667;-14.89502473
41244;1.6;31.8;22.2;0;2.1;26.52;75;0.75;-15.03447792
41245;0;36.1;22.4;8.8;0.8;29.7;47;1.3;-15.16739293
41246;0;35.4;25.6;7.3;8.9;29;66;2.4;-15.29373038
41247;1.3;34.8;23.4;5.9;7.8;29.4;49;1.8;-15.41345282
41248;1.6;30.6;23.5;0.7;7;26.86;69;1.15;-15.52652478
41249;0;32.8;24.1;2.9;1.6;28.94;58;0.8;-15.63291275
41250;0;35.6;24.8;10.4;5.8;30.32;47;1.65;-15.73258522
41251;0;37.3;25.1;10.9;9.4;30.76;47;2.45;-15.82551264
41252;6.6;33.6;21.8;4.9;10.8;27.68;68;1.05;-15.91166747
41253;0;35.3;23.3;7.3;4.7;28.32;64;1.05;-15.9910242
41254;0;36.4;23.8;10.5;6.7;30.08;39;2;-16.0635593
41255;0;36.6;23.8;9.8;10.6;30.04;49;1.65;-16.12925128
41256;0;37.3;23.6;7.8;8.1;30.54;43;1.15;-16.18808068
41257;0;37.1;24.1;11.3;10.6;31;39;1.4;-16.24003005
41258;0;37.6;22.8;11.2;10.3;31.24;33;3.45;-16.28508402
41259;0;37.6;23.3;10.3;12.2;30.46;47;1.7;-16.32322922
41260;1.1;34.4;25.3;4.2;10.1;28.22;62;1;-16.35445436
41261;1.6;37.3;23.6;10.4;5;30.22;43;1.65;-16.37875017
41262;0;37.8;25.4;8.9;10.6;31.04;45;1.6;-16.39610947
