@relation 'AirQualityUCI all numeric random- custer-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily'

@attribute Date numeric
@attribute Time numeric
@attribute CO(GT) numeric
@attribute PT08S1(CO) numeric
@attribute C6H6(GT) numeric
@attribute PT08S2(NMHC) numeric
@attribute NOx(GT) numeric
@attribute PT08S3(NOx) numeric
@attribute NO2(GT) numeric
@attribute PT08S4(NO2) numeric
@attribute PT08S5(O3) numeric
@attribute T numeric
@attribute RH numeric
@attribute AH numeric

@data
0.181818,0.565217,0.101695,0.174444,0.066038,0.187329,0.146242,0.253706,0.39645,0.102518,0.13119,0.260215,0.206289,0.065191
0.181818,0.608696,0.211864,0.503948,0.174528,0.349536,0.114421,0.204151,0.331361,0.538219,0.361859,0.333333,0.754717,0.434882
0.818182,0.608696,0.372881,0.608758,0.413522,0.590934,0.402844,0.054638,0.461538,0.670863,0.679844,0.576344,0.491824,0.639935
0.363636,0.478261,0.262712,0.363245,0.289308,0.47515,0.194313,0.20881,0.452663,0.445144,0.50391,0.649462,0.008805,0.093193
0.909091,1,0.084746,0.181622,0.061321,0.179137,0.10088,0.276578,0.242604,0.270683,0.223719,0.313978,0.777358,0.417339
0.090909,0.695652,0.110169,0.198134,0.075472,0.206445,0.146242,0.248623,0.360947,0.129946,0.168549,0.301075,0.144654,0.051752
0.727273,0.043478,0.09322,0.257717,0.103774,0.252321,?,0.176197,?,0.395234,0.328844,0.595699,0.455346,0.636417
0.181818,0.304348,0.110169,0.409189,0.103774,0.252867,0.17671,0.138924,0.39645,0.255845,0.54735,0.103226,0.83522,0.190344
0.363636,0.043478,0.042373,0.208184,0.058176,0.172037,0.027082,0.303685,0.183432,0.373651,0.237619,0.473118,0.412579,0.386845
0.545455,0.043478,0.059322,0.183776,0.08805,0.227744,0.032498,0.249471,0.195266,0.416817,0.230235,0.486022,0.467925,0.456971
0.545455,0.434783,?,0.272075,0.253145,0.438558,0.157752,0.168149,0.431953,0.49955,0.398349,0.716129,0.118239,0.320139
0.545455,0.565217,0.101695,0.307968,0.154088,0.321682,0.073798,0.210504,0.316568,0.43795,0.304952,0.939785,0.072956,0.495626
0.454545,0.565217,0.186441,0.369706,0.218553,0.400874,0.078538,0.160102,0.405325,0.58723,0.357515,0.834409,0.222642,0.714949
0.545455,1,0.09322,0.348169,0.171384,0.34462,0.070413,0.171961,0.292899,0.484263,0.4596,0.64086,0.266667,0.459463
0.090909,0.869565,0.211864,0.343144,0.176101,0.350628,0.239675,0.140195,0.606509,0.267986,0.425282,0.206452,0.411321,0.125202
1,1,0.110169,0.2972,0.08805,0.227744,0.134056,0.210504,0.307692,0.306205,0.278454,0.311828,0.818868,0.439623
0.454545,0.26087,0.09322,0.226849,0.122642,0.279082,0.087339,0.262601,0.263314,0.517536,0.366638,0.464516,0.618868,0.557445
0.363636,0.26087,0.101695,0.259871,0.108491,0.259967,0.088016,0.263448,0.295858,0.390737,0.345352,0.384946,0.363522,0.245907
0.181818,0.173913,0.033898,0.189519,0.015723,0.068269,0.044685,0.307497,0.16568,0.204137,0.193745,0.290323,0.651572,0.315301
0.363636,0.608696,0.245763,0.384063,0.220126,0.401966,0.146919,0.174079,0.352071,0.57554,0.352302,0.333333,0.708176,0.407418
0.909091,0.695652,0.228814,0.407035,0.221698,0.404697,0.313473,0.142736,0.455621,0.33768,0.488271,0.402151,0.345912,0.249084
1,0.304348,0.177966,0.43934,0.141509,0.30639,0.180095,0.130877,0.322485,0.321942,0.608601,0.232258,0.769811,0.304305
1,0.304348,0.101695,0.270639,0.095912,0.23976,0.186188,0.202457,0.201183,0.321493,0.318419,0.307527,0.854088,0.450814
0.363636,0.652174,0.033898,0.140704,0.064465,0.183506,0.039946,0.436679,0.180473,0.35027,0.121633,0.533333,0.27044,0.323218
0.545455,0.434783,0.279661,0.448672,0.245283,0.42982,0.144211,0.126218,0.467456,0.632194,0.48914,0.746237,0.304403,0.707765
0.363636,0.869565,0.449153,0.600861,0.325472,0.511196,0.177387,0.113935,0.384615,0.726169,0.517811,0.387097,0.830189,0.576993
1,0.565217,?,0.198851,0.095912,0.239214,?,0.244388,?,0.181655,0.209818,0.303226,0.257862,0.115232
0,0.130435,0.127119,0.238335,0.078616,0.209721,?,0.213892,?,0.220324,0.298436,0.111828,0.92327,0.224943
0.727273,0.565217,0.237288,0.417803,0.268868,0.455489,0.18348,0.117323,0.378698,0.559353,0.384883,0.664516,0.38239,0.671163
0.181818,0.73913,0.101695,0.248385,0.062893,0.180776,0.050779,0.379077,0.215976,0.308903,0.128149,0.406452,0.279245,0.205297
0.272727,0.304348,0.228814,0.473798,0.201258,0.381759,0.101557,0.192715,0.322485,0.547662,0.264553,0.348387,0.616352,0.37062
0.181818,0.956522,0.152542,0.393396,0.124214,0.281267,0.081246,0.258789,0.304734,0.468975,0.380973,0.406452,0.534591,0.394224
0.454545,1,0.220339,0.407035,0.235849,0.419443,0.096141,0.152901,0.340237,0.623651,0.472632,0.625806,0.418868,0.646142
0.090909,0.782609,0.228814,0.359655,0.188679,0.366466,0.237644,0.130877,0.517751,0.306655,0.406603,0.260215,0.426415,0.171969
0.181818,0.391304,0.228814,0.325197,0.193396,0.372474,0.322952,0.146972,0.494083,0.234263,0.48914,0.030108,0.461635,0.044764
0.363636,0.391304,0.271186,0.359655,0.212264,0.393774,0.173324,0.169843,0.402367,0.522482,0.469157,0.492473,0.361006,0.364854
0.818182,0.521739,0.271186,0.509691,0.27673,0.462589,0.272173,0.093181,0.298817,0.576888,0.500434,0.582796,0.554717,0.732395
0,0.391304,0.423729,0.631012,0.415094,0.59148,0.446852,0.03939,0.428994,0.586331,0.636838,0.309677,0.703145,0.369056
1,0.043478,0.152542,0.235463,0.084906,0.220644,0.149628,0.631089,0.278107,0.308903,0.270634,0.292473,0.862893,0.432097
0.090909,0.913043,0.110169,0.208902,0.056604,0.16876,0.129316,0.260483,0.434911,0.114209,0.224153,0.165591,0.32956,0.070322
0.363636,0.130435,0.127119,0.25341,0.102201,0.248498,?,0.249047,?,0.46268,0.313206,0.35914,0.734591,0.464497
0.909091,0.695652,0.177966,0.234027,0.174528,0.349536,0.241029,0.193986,0.384615,0.303507,0.322763,0.322581,0.392453,0.205884
0.909091,0.434783,0.550847,0.757358,0.493711,0.656472,0.802979,0.042355,0.535503,0.633543,0.758471,0.270968,0.842767,0.388555
0.545455,0.521739,0.194915,0.396267,0.221698,0.404697,0.106297,0.151631,0.384615,0.62455,0.361859,0.827957,0.225157,0.70884
0.727273,0.652174,?,0.287868,0.050314,0.157837,?,0.308344,?,0.398831,0.145526,0.587097,0.637736,0.846455
0.818182,0.173913,?,0.152907,0.045597,0.146914,?,0.285896,?,0.348471,0.22285,0.408602,0.813836,0.606705
0,0.043478,0.110169,0.276382,0.055031,0.166029,0.094787,0.230834,0.257396,0.250899,0.285404,0.251613,0.773585,0.328593
0,0.782609,0.389831,0.58435,0.397799,0.57728,0.419093,0.049979,0.517751,0.564299,0.629018,0.348387,0.592453,0.355373
0.727273,0.913043,0.101695,0.218952,0.084906,0.220644,?,0.226175,?,0.355665,0.218071,0.593548,0.334591,0.476616
0.636364,0.26087,0.033898,0.111989,0.051887,0.160022,0.024374,0.276578,0.109467,0.338129,0.197654,0.460215,0.601258,0.532278
0.363636,0.304348,0.09322,0.363245,0.143082,0.308028,0.07109,0.200339,0.230769,0.491007,0.371416,0.410753,0.549686,0.411914
0.272727,0.391304,0.220339,0.376884,0.183962,0.359913,0.138118,0.201186,0.349112,0.490108,0.419201,0.316129,0.538365,0.283243
0.818182,0.478261,0.279661,0.569275,0.311321,0.497542,0.352065,0.077933,0.399408,0.597122,0.605995,0.552688,0.572327,0.685286
0.545455,0.217391,0.016949,0.106963,0.039308,0.133807,0.01828,0.344769,0.100592,0.375,0.145091,0.483871,0.520755,0.501979
0.181818,0.478261,0.076271,0.456569,0.119497,0.275259,0.243737,0.120712,0.467456,0.308903,0.438749,0.331183,0.533333,0.297317
0.818182,0.869565,0.237288,0.549174,0.290881,0.476789,0.224103,0.085981,0.284024,0.560252,0.527368,0.576344,0.524528,0.684601
0.363636,0.130435,?,0.065327,0.02044,0.085199,?,0.465481,?,0.317446,0.111208,0.447312,0.450314,0.383912
0,0.478261,0.135593,0.261307,0.083333,0.217914,0.150982,0.22194,0.328402,0.198291,0.346655,0.187097,0.495597,0.145384
0.181818,0,0.186441,0.463747,0.138365,0.302567,0.080569,0.257518,0.295858,0.410522,0.425282,0.275269,0.587421,0.265357
0.454545,0,0.144068,0.262742,0.165094,0.336428,0.079892,0.198645,0.304734,0.539568,0.390096,0.556989,0.479245,0.589698
0.272727,0.043478,0.144068,?,?,?,0.078538,?,0.281065,?,?,?,?,?
0.727273,0.565217,0.169492,0.284996,0.18239,0.358274,0.224103,0.190174,0.369822,0.475719,0.371416,0.541935,0.47673,0.558765
0.545455,0.304348,0.389831,0.475951,0.430818,0.60568,0.287745,0.086828,0.414201,0.738759,0.636403,0.468817,0.469182,0.433123
1,0.521739,0.211864,0.321608,0.194969,0.373566,0.262018,0.160949,0.387574,0.270234,0.432233,0.423656,0.181132,0.142648
0.545455,0.173913,0.025424,0.164393,0.034591,0.121245,0.01828,0.348158,0.112426,0.396133,0.102085,0.630108,0.415094,0.65142
0.545455,0.913043,0.20339,0.404164,0.234277,0.417804,0.091401,0.134265,0.325444,0.583633,0.480452,0.733333,0.266667,0.615061
0.909091,0.608696,0.228814,0.265614,0.18239,0.358274,0.308057,0.189327,0.470414,0.268885,0.348827,0.430108,0.148428,0.120901
0.909091,0,0.127119,0.225413,0.077044,0.208629,0.145565,0.229987,0.313609,0.297212,0.256299,0.376344,0.638994,0.427454
0.727273,0.086957,0.059322,0.156497,0.056604,0.169853,0.039946,0.282507,0.139053,0.375,0.198523,0.51828,0.67673,0.724527
0.181818,0.043478,0.084746,0.280689,0.061321,0.178045,0.122546,0.188903,0.357988,0.241007,0.368375,0.286022,0.613836,0.291795
0.454545,0.26087,0.076271,0.190237,0.108491,0.259421,0.060934,0.254553,0.198225,0.47527,0.292354,0.466667,0.518239,0.472951
0.272727,0.869565,?,0.558507,0.283019,0.469143,?,0.149513,?,0.58768,0.549522,0.395699,0.413836,0.293652
0.181818,0.043478,0.067797,0.208902,0.051887,0.16166,0.078538,0.21474,0.230769,0.266637,0.250652,0.32043,0.767296,0.420759
0.727273,0.391304,0.161017,0.365398,0.160377,0.330421,?,0.1241,?,0.48696,0.447003,0.615054,0.425157,0.633387
0.454545,0.434783,0.288136,0.418521,0.29717,0.483342,0.207854,0.159255,0.5,0.673561,0.559513,0.645161,0.327044,0.550897
0.636364,0.565217,?,0.201005,0.058176,0.172037,?,0.252859,?,0.443345,0.145091,0.804301,0.32327,0.879343
0.181818,0.652174,0.152542,0.333812,0.157233,0.326051,0.087339,0.254977,0.286982,0.466727,0.294961,0.344086,0.510692,0.299272
0,0.608696,0.220339,0.293611,0.18239,0.35882,0.268111,0.164761,0.568047,0.191097,0.419635,0.324731,0.101887,0.037091
0.454545,0.26087,0.110169,0.214645,0.136792,0.29929,0.083954,0.252012,0.198225,0.536871,0.28801,0.432258,0.667925,0.540292
0.090909,0.26087,0.059322,0.189519,0.034591,0.121791,0.083954,0.265989,0.301775,0.141637,0.292354,0.08172,0.642767,0.119533
1,0.73913,?,0.226131,0.117925,0.273075,?,0.21008,?,0.20009,0.293223,0.286022,0.271698,0.112447
0.909091,0.73913,0.305085,0.536253,0.256289,0.442381,0.334462,0.095299,0.319527,0.566547,0.506082,0.539785,0.709434,0.810634
0.181818,0,0.076271,0.389088,0.08805,0.226106,0.209885,0.155019,0.508876,0.272482,0.43093,0.262366,0.587421,0.252505
0.818182,0.086957,?,0.304379,0.110063,0.260513,?,0.177891,?,0.426709,0.347524,0.47957,0.69434,0.653521
0.454545,0.391304,0.09322,?,?,?,0.038592,?,0.192308,?,?,?,?,?
0.272727,1,0.084746,0.262024,0.073899,0.201529,0.043331,0.309615,0.213018,0.378597,0.185925,0.378495,0.475472,0.316571
0.636364,0.217391,?,0.222541,0.059748,0.17586,?,0.226599,?,0.461781,0.2702,0.531183,0.685535,0.759664
0,0.347826,0.135593,0.326633,0.117925,0.273621,0.190928,0.168149,0.286982,0.29991,0.312337,0.169892,0.871698,0.270244
0.636364,0.956522,0.152542,0.342426,0.16195,0.332605,0.057549,0.14316,0.269231,0.557554,0.344049,0.623656,0.572327,0.852123
0.272727,0.565217,0.127119,0.249103,0.106918,0.255598,0.062965,0.29479,0.215976,0.397932,0.182016,0.475269,0.27044,0.260421
0.363636,0.652174,0.211864,0.394831,0.201258,0.381759,0.093433,0.18255,0.281065,0.584532,0.325804,0.468817,0.602516,0.552754
0.909091,0.347826,0.355932,0.61809,0.361635,0.543965,0.583615,0.073698,0.399408,0.546763,0.584709,0.255914,0.827673,0.358305
0.454545,0.652174,0.177966,0.305097,0.187107,0.364282,0.074475,0.203304,0.310651,0.538219,0.267159,0.763441,0.191195,0.51923
0.272727,0.26087,0.127119,0.310122,0.11478,0.268706,0.075152,0.264718,0.204142,0.442446,0.337533,0.262366,0.709434,0.311685
0.363636,0.173913,?,0.132807,0.022013,0.089569,0.008802,0.422702,0.06213,0.316097,0.107732,0.434409,0.387421,0.317549
0.272727,0.956522,0.110169,0.295047,0.097484,0.240852,0.062965,0.284202,0.286982,0.386691,0.325804,0.344086,0.462893,0.26956
0.272727,1,?,0.317301,0.139937,0.304205,?,0.230411,?,0.466727,0.338836,0.346237,0.627673,0.374969
0.272727,0.434783,0.228814,0.438622,0.18239,0.35882,0.128639,0.202457,0.328402,0.517086,0.460904,0.453763,0.38239,0.334555
0.818182,0.347826,0.245763,0.4458,0.25,0.434735,0.344617,0.094452,0.198225,0.540468,0.466116,0.432258,0.8,0.645116
0.545455,0,?,0.220388,0.139937,0.304205,0.051456,0.192291,0.254438,0.434802,0.320591,0.587097,0.262893,0.378977
0,0.26087,0.025424,0.119885,0.007862,0.036046,0.035206,0.440915,0.142012,0.055306,0.046481,0.12043,0.355975,0.056932
0.090909,0.130435,0.118644,?,?,?,?,?,?,?,?,?,?,?
0.272727,0.913043,0.059322,0.170854,0.02673,0.100492,0.077183,0.296061,0.251479,0.144335,0.089922,0.331183,0.379874,0.207301
0.818182,0.478261,?,0.215363,0.095912,0.239214,?,0.244812,?,0.33768,0.206777,0.503226,0.420126,0.437424
0.909091,0.173913,0.016949,0.030151,0.009434,0.047515,0.02302,0.559509,0.071006,0.140288,0.03649,0.251613,0.52956,0.213947
0.818182,0.695652,?,0.32448,0.16195,0.333151,?,0.164761,?,0.429856,0.39444,0.503226,0.471698,0.488198
1,0.73913,0.330508,0.642498,0.240566,0.424904,0.312796,0.088522,0.529586,0.397482,0.760643,0.286022,0.738365,0.355373
0.545455,0.304348,0.186441,0.453697,0.259434,0.444566,0.167908,0.117323,0.325444,0.609263,0.563423,0.533333,0.425157,0.487661
0.181818,0.521739,0.076271,0.399139,0.144654,0.310213,0.228165,0.125371,0.473373,0.27473,0.470895,0.410753,0.269182,0.200459
0.272727,0.304348,0.330508,0.605169,0.353774,0.537957,0.163846,0.129183,0.275148,0.705036,0.573414,0.341935,0.613836,0.359429
0.090909,1,0.29661,0.585786,0.196541,0.374659,0.28436,0.088098,0.56213,0.327338,0.758471,0.193548,0.615094,0.197332
0.090909,0.826087,0.127119,0.234745,0.075472,0.20426,0.170616,0.238882,0.452663,0.14973,0.218071,0.169892,0.412579,0.103357
0.545455,0.26087,?,0.310122,0.113208,0.265429,0.055518,0.181703,0.218935,0.48696,0.435274,0.537634,0.509434,0.587206
0.272727,0.173913,?,0.173726,0.037736,0.127799,0.019634,0.358323,0.12426,0.373651,0.233275,0.354839,0.681761,0.420222
0,0.043478,0.127119,0.320172,0.084906,0.221737,0.161814,0.190174,0.369822,0.294514,0.316247,0.331183,0.681761,0.386454
0.727273,0.521739,0.245763,0.501795,0.284591,0.471327,0.237644,0.134265,0.402367,0.609712,0.537359,0.741935,0.322013,0.734252
0.272727,0.086957,0.033898,0.144293,0.015723,0.068815,0.02302,0.340534,0.097633,0.148831,0.052129,0.352688,0.433962,0.259786
0.636364,0.521739,0.127119,?,?,?,0.05958,?,0.221893,?,?,?,?,?
0.454545,0.217391,0.033898,0.129218,0.04717,0.149099,0.035884,0.318933,0.171598,0.402878,0.217637,0.556989,0.467925,0.578703
0.818182,0.869565,0.372881,0.60804,0.399371,0.578919,0.314827,0.055909,0.346154,0.660522,0.683753,0.52043,0.67044,0.721742
0.272727,0.217391,0.067797,?,?,?,0.096818,?,0.242604,?,?,?,?,?
0.090909,0.695652,0.59322,?,?,?,0.82329,?,1,?,?,?,?,?
0.545455,0.695652,0.050847,0.149318,0.034591,0.121791,0.017603,0.377806,0.10355,0.383094,0.094266,0.711828,0.340881,0.702243
0,0.956522,0.29661,0.492462,0.237421,0.421081,0.371022,0.089792,0.461538,0.40018,0.619461,0.270968,0.776101,0.35508
0.636364,0.869565,0.211864,0.343862,0.205975,0.385582,0.102234,0.126218,0.337278,0.60027,0.428758,0.608602,0.571069,0.811807
0.181818,0.434783,0.220339,0.465901,0.172956,0.346259,0.248477,0.086404,0.39645,0.424011,0.494787,0.436559,0.628931,0.515614
0.636364,0.956522,?,0.290739,0.146226,0.312944,?,0.149513,?,0.463129,0.332754,0.578495,0.483019,0.636515
0.272727,0.086957,0.076271,0.203877,0.055031,0.167122,0.0413,0.355358,0.210059,0.344424,0.122502,0.313978,0.622642,0.330255
0.181818,0.913043,0.20339,0.384781,0.160377,0.330967,0.100203,0.246506,0.346154,0.444245,0.427454,0.303226,0.553459,0.278942
0.636364,0.565217,?,0.293611,0.13522,0.296559,?,0.180432,?,0.491007,0.208949,0.855914,0.207547,0.723452
0.545455,0.521739,?,0.309404,0.146226,0.312944,0.058903,0.177891,0.301775,0.484263,0.235447,0.817204,0.196226,0.624591
0.181818,0.173913,?,0.248385,0.034591,0.120699,0.056195,0.222787,0.186391,0.273831,0.235013,0.352688,0.719497,0.443337
0.818182,0.217391,0.076271,0.197416,0.083333,0.21846,0.128639,0.226599,0.218935,0.366906,0.262381,0.4,0.886792,0.644236
0.545455,0.913043,0.067797,0.21608,0.056604,0.171491,0.028436,0.279966,0.150888,0.415468,0.123805,0.625806,0.461635,0.707081
0.545455,0.521739,0.059322,0.207466,0.075472,0.20426,0.025728,0.290131,0.147929,0.408273,0.13119,0.810753,0.166038,0.541758
0.363636,0,0.09322,0.285714,0.105346,0.255052,0.051456,0.240152,0.269231,0.429406,0.382711,0.48172,0.412579,0.398622
0.272727,0.869565,0.457627,0.750897,0.397799,0.576734,0.182126,0.125371,0.491124,0.688849,0.652476,0.458065,0.418868,0.373161
0.272727,0.347826,0.254237,0.458722,0.245283,0.430366,0.102234,0.166878,0.295858,0.571043,0.341008,0.363441,0.538365,0.340615
0.181818,0.73913,0.29661,0.458722,0.272013,0.458766,0.386594,0.087675,0.615385,0.359263,0.489574,0.64086,0.080503,0.192298
0.909091,0.130435,0.09322,0.20603,0.084906,0.220644,?,0.211775,?,0.267986,0.327107,0.215054,0.866667,0.322778
1,0.434783,0.228814,0.325915,0.20283,0.382305,0.349357,0.156713,0.428994,0.260342,0.443962,0.350538,0.238994,0.134193
0.090909,0.521739,0.118644,0.293611,0.108491,0.258875,0.207854,0.174926,0.494083,0.214478,0.389227,0.363441,0.242767,0.145335
0.727273,0.043478,0.076271,0.231156,0.084906,0.220644,0.067028,0.301991,0.215976,0.359263,0.251086,0.565591,0.376101,0.485608
0.090909,0.217391,0.025424,0.19598,0.033019,0.119061,0.057549,0.276154,0.230769,0.165917,0.305821,0.124731,0.708176,0.172018
0.272727,0.956522,0.220339,0.422111,0.149371,0.316767,0.111036,0.203727,0.298817,0.507644,0.37967,0.322581,0.891824,0.496946
0.181818,0.391304,0.305085,0.640345,0.308176,0.493719,0.15369,0.159255,0.275148,0.676259,0.558645,0.333333,0.592453,0.336998
0.818182,0.043478,?,0.22972,0.083333,0.219552,?,0.235917,?,0.348471,0.236751,0.352688,0.906918,0.564531
0.909091,0.434783,0.262712,0.426418,0.227987,0.410705,0.404875,0.127065,0.62426,0.327788,0.544309,0.286022,0.455346,0.208474
0.272727,0.086957,0.144068,0.368988,0.139937,0.303113,0.072444,0.213892,0.251479,0.470324,0.443962,0.391398,0.579874,0.407125
0.727273,0.217391,0.033898,0.090452,0.034591,0.12343,0.02979,0.358746,0.097633,0.316996,0.160295,0.455914,0.601258,0.525632
0.636364,0,?,0.200287,0.078616,0.210814,?,0.217704,?,0.411871,0.251955,0.556989,0.583648,0.710258
0.818182,0.478261,0.127119,0.314429,0.130503,0.29219,0.119838,0.168996,0.207101,0.411871,0.348393,0.569892,0.518239,0.660509
0,0.173913,?,?,?,?,0.192282,?,0.352071,?,?,?,?,?
0.272727,0.869565,0.355932,0.482412,0.246855,0.430912,0.155721,0.179585,0.39645,0.516187,0.523023,0.380645,0.384906,0.256512
0,0.695652,?,0.321608,0.108491,0.258875,0.188896,0.18382,0.526627,0.235612,0.347089,0.232258,0.501887,0.184821
0,0.478261,0.118644,0.568557,0.259434,0.445112,0.423832,0.076239,0.721893,0.393435,0.719374,0.290323,0.636478,0.308117
0,0.347826,0.305085,0.604451,0.256289,0.442381,0.452268,0.074121,0.431953,0.415468,0.6755,0.225806,0.752201,0.287592
0.818182,0.913043,?,0.235463,0.121069,0.277444,?,0.208386,?,0.364209,0.299739,0.380645,0.608805,0.41167
0.818182,0.434783,?,0.558507,0.289308,0.476242,?,0.082169,?,0.590378,0.555604,0.546237,0.555975,0.654547
0.181818,0.173913,0.033898,0.165829,0.017296,0.073184,0.054841,0.316391,0.201183,0.222572,0.203301,0.298925,0.704403,0.354591
0.272727,0.26087,?,0.328787,0.122642,0.280721,?,0.247353,?,0.431205,0.360122,0.236559,0.732075,0.291599
0.363636,0.043478,0.29661,0.544149,0.248428,0.433643,0.119838,0.14316,0.313609,0.620504,0.544309,0.460215,0.591195,0.526658
0.272727,0.26087,0.059322,0.150036,0.044025,0.142545,0.026405,0.396866,0.139053,0.33723,0.228063,0.2,0.777358,0.268729
0.727273,0.434783,0.305085,0.450108,0.311321,0.497542,0.450237,0.1241,0.517751,0.469424,0.875326,0.492473,0.352201,0.357132
1,0.956522,0.101695,0.111271,0.070755,0.196614,0.13541,0.308767,0.319527,0.123651,0.230235,0.316129,0.167296,0.071446
0.181818,0.043478,0.042373,0.122757,0.018868,0.077007,0.012864,0.536213,0.085799,0.233813,0.052129,0.270968,0.460377,0.19782
0.909091,0.695652,0.516949,0.758794,0.455975,0.62698,0.723764,0.078357,0.62426,0.608363,0.815378,0.378495,0.625157,0.419538
0.181818,0.565217,0.211864,0.608758,0.18239,0.35882,0.11239,0.206269,0.304734,0.532374,0.500434,0.408602,0.486792,0.36329
0.727273,0.26087,0.050847,0.205312,0.084906,0.220098,0.096141,0.29479,0.210059,0.339478,0.276716,0.52043,0.43522,0.478131
0,0.26087,0.059322,0.20962,0.02673,0.101038,0.067028,0.302838,0.207101,0.226169,0.188966,0.307527,0.671698,0.349265
0.181818,0.173913,?,0.279253,0.042453,0.138176,0.081246,0.221516,0.260355,0.239658,0.327976,0.232258,0.788679,0.310561
0.818182,0.913043,?,0.466619,0.210692,0.391589,?,0.1169,?,0.521133,0.490443,0.503226,0.679245,0.691296
0.090909,0.956522,0.194915,0.368988,0.152516,0.320044,0.248477,0.15036,0.556213,0.251799,0.456125,0.191398,0.440252,0.12701
0.909091,0.086957,0.245763,0.318737,0.176101,0.350628,0.359513,0.145701,0.269231,0.319694,0.394874,0.169892,0.928302,0.290915
1,0.043478,0.050847,0.129218,0.040881,0.138176,0.058226,0.492588,0.168639,0.192896,0.113814,0.335484,0.450314,0.251381
0.727273,0.913043,?,0.33094,0.187107,0.364828,?,0.134689,?,0.478867,0.424848,0.658065,0.36478,0.632703
0.818182,0.434783,?,0.539842,0.383648,0.564173,?,0.069039,?,0.603867,0.629887,0.419355,0.700629,0.541367
0.909091,0.26087,0.084746,0.218952,0.09434,0.23539,0.167908,0.204151,0.257396,0.270683,0.325369,0.219355,0.855346,0.323364
0.272727,0.130435,0.025424,0.15865,0.018868,0.080284,?,0.491317,?,0.298561,0.070808,0.268817,0.677987,0.304012
0.818182,0.652174,?,0.214645,0.124214,0.281267,?,0.209233,?,0.371403,0.263249,0.436559,0.533333,0.439085
0.454545,0.304348,?,0.41206,0.311321,0.496996,0.166554,0.155019,0.213018,0.716277,0.475673,0.449462,0.660377,0.564238
0.272727,0.782609,0.491525,0.802584,0.440252,0.613872,0.194313,0.089369,0.434911,0.773381,0.727194,0.434409,0.438994,0.358501
1,0.73913,0.567797,0.628141,0.336478,0.521027,0.476642,0.066497,0.56213,0.461781,0.787576,0.264516,0.601258,0.259981
0.181818,0.608696,0.067797,0.244795,0.033019,0.118514,0.073121,0.249894,0.236686,0.216727,0.084275,0.498925,0.332075,0.345844
0.909091,0.434783,0.466102,0.656856,0.408805,0.587111,0.713609,0.057603,0.576923,0.548112,0.781929,0.307527,0.699371,0.364707
0.636364,0.26087,0.059322,0.256999,0.086478,0.222829,0.027082,0.21474,0.159763,0.494155,0.181147,0.569892,0.672956,0.845966
0.272727,0.608696,0.381356,0.643934,0.295597,0.48225,0.188219,0.123253,0.431953,0.681205,0.518679,0.352688,0.836478,0.516933
1,0.304348,?,0.316583,0.102201,0.249044,?,0.185515,?,0.308004,0.317116,0.249462,0.803774,0.338416
0.727273,1,0.101695,0.266332,0.119497,0.274167,0.074475,0.206269,0.221893,0.422662,0.279322,0.516129,0.618868,0.661975
0.818182,0.695652,0.237288,0.498923,0.238994,0.42272,0.179418,0.105887,0.251479,0.519784,0.42311,0.655914,0.357233,0.616772
1,0.73913,0.516949,0.659727,0.419811,0.595849,0.665538,0.30792,0.508876,0.600719,0.634231,0.305376,0.886792,0.464008
0.727273,0.956522,?,0.304379,0.157233,0.327144,?,0.138501,?,0.452338,0.381407,0.645161,0.392453,0.648634
0.818182,0.565217,?,0.290739,0.150943,0.318405,?,0.171114,?,0.402428,0.330582,0.51828,0.405031,0.445829
0.090909,0.565217,0.169492,0.290022,0.130503,0.290005,0.21327,0.163066,0.488166,0.256745,0.300608,0.275269,0.447799,0.195572
0.636364,0,?,0.264178,0.102201,0.24959,?,0.195256,?,0.50045,0.268462,0.578495,0.558491,0.726873
0.909091,0.73913,0.610169,0.842785,0.555031,0.704533,0.811781,0.020754,0.630178,0.705036,0.860122,0.333333,0.777358,0.448175
1,0.086957,?,0.223977,0.042453,0.138722,?,0.269377,?,0.25,0.193745,0.232258,0.877987,0.351122
0.363636,0.913043,?,?,?,?,?,?,?,?,?,?,?,?
0.181818,0.695652,0.110169,0.186648,0.073899,0.202075,0.210562,0.238882,0.488166,0.120504,0.200261,0.249462,0.221384,0.06739
0.363636,0.434783,0.025424,0.141421,0.056604,0.170945,0.037915,0.436679,0.183432,0.333183,0.12424,0.589247,0.210063,0.317256
0.454545,0.217391,0.033898,0.116296,0.053459,0.162753,0.033852,0.33291,0.121302,0.410072,0.168549,0.432258,0.608805,0.492743
0.272727,0.782609,0.381356,0.546303,0.375786,0.557619,0.161814,0.13723,0.449704,0.638939,0.539531,0.455914,0.244025,0.220398
0.727273,0.304348,0.09322,0.190955,0.099057,0.244129,0.115775,0.278695,0.236686,0.368705,0.232841,0.470968,0.522013,0.482676
0.272727,0.869565,0.29661,0.465183,0.295597,0.48225,0.121192,0.166878,0.399408,0.583633,0.494353,0.503226,0.318239,0.337145
1,0.652174,0.161017,0.386935,0.124214,0.281813,0.199052,0.157984,0.340237,0.351169,0.306255,0.307527,0.797484,0.419049
0.272727,1,?,0.272075,0.121069,0.276898,?,0.277001,?,0.411871,0.275413,0.425806,0.433962,0.342521
